"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"19-Jun-2024","EQ","2,550.00","2,559.60","2,517.85","2,550.35","2,523.95","2,526.05","2,537.49","27,693.00","2,327.45","7,84,307","1,99,01,74,586.35","36,663"
"18-Jun-2024","EQ","2,549.00","2,555.00","2,534.00","2,542.50","2,550.00","2,550.35","2,546.29","27,693.00","2,327.45","2,59,554","66,09,00,097.45","27,613"
"14-Jun-2024","EQ","2,564.60","2,564.60","2,534.10","2,551.75","2,538.00","2,542.50","2,544.25","27,693.00","2,327.45","4,29,472","1,09,26,83,073.60","46,783"
"13-Jun-2024","EQ","2,594.15","2,614.45","2,545.15","2,537.30","2,548.00","2,551.75","2,568.27","27,693.00","2,327.45","10,81,272","2,77,70,01,393.80","80,212"
"12-Jun-2024","EQ","2,544.00","2,554.75","2,521.00","2,541.95","2,533.05","2,537.30","2,540.57","27,693.00","2,327.45","4,80,408","1,22,05,11,982.55","52,323"
"11-Jun-2024","EQ","2,560.00","2,575.00","2,534.00","2,548.20","2,545.00","2,541.95","2,550.47","27,693.00","2,327.45","5,69,411","1,45,22,64,011.40","47,435"
"10-Jun-2024","EQ","2,510.00","2,565.00","2,507.05","2,502.45","2,540.50","2,548.20","2,545.73","27,693.00","2,327.45","7,95,174","2,02,42,94,993.90","62,473"
"07-Jun-2024","EQ","2,476.45","2,516.25","2,467.00","2,471.40","2,505.00","2,502.45","2,495.88","27,693.00","2,327.45","10,11,202","2,52,38,38,435.55","1,20,722"
"06-Jun-2024","EQ","2,518.00","2,518.00","2,452.65","2,509.85","2,475.20","2,471.40","2,469.43","27,693.00","2,327.45","9,72,140","2,40,06,30,203.35","1,27,299"
"05-Jun-2024","EQ","2,430.00","2,574.05","2,430.00","2,427.75","2,500.00","2,509.85","2,520.74","27,693.00","2,327.45","20,28,779","5,11,40,18,079.45","1,51,097"
"04-Jun-2024","EQ","2,363.95","2,438.00","2,327.45","2,355.05","2,432.15","2,427.75","2,385.04","27,693.00","2,327.45","15,58,531","3,71,71,58,817.80","1,53,573"
"03-Jun-2024","EQ","2,374.80","2,388.95","2,350.00","2,354.90","2,361.00","2,355.05","2,363.23","27,693.00","2,345.00","10,72,515","2,53,46,00,939.55","1,18,192"
"31-May-2024","EQ","2,425.60","2,425.60","2,345.00","2,404.80","2,354.85","2,354.90","2,367.88","27,693.00","2,345.00","25,32,973","5,99,77,80,379.55","1,65,935"
"30-May-2024","EQ","2,465.05","2,473.10","2,400.55","2,476.20","2,411.40","2,404.80","2,413.04","27,693.00","2,400.55","12,74,214","3,07,47,29,900.60","1,29,870"
"29-May-2024","EQ","2,447.70","2,497.00","2,445.00","2,451.70","2,468.45","2,476.20","2,477.19","27,693.00","2,409.10","8,69,600","2,15,41,61,957.60","77,429"
"28-May-2024","EQ","2,461.15","2,467.65","2,446.00","2,459.90","2,454.50","2,451.70","2,457.49","27,693.00","2,409.10","5,21,672","1,28,20,04,125.65","40,276"
"27-May-2024","EQ","2,477.00","2,479.00","2,455.00","2,467.75","2,456.00","2,459.90","2,468.44","27,693.00","2,409.10","5,35,831","1,32,26,67,748.55","71,575"
"24-May-2024","EQ","2,476.95","2,485.00","2,458.05","2,474.15","2,467.00","2,467.75","2,466.71","27,693.00","2,409.10","4,53,772","1,11,93,25,034.10","54,947"
"23-May-2024","EQ","2,481.00","2,487.50","2,455.55","2,469.15","2,474.40","2,474.15","2,472.06","27,693.00","2,409.10","7,81,663","1,93,23,14,908.90","1,08,670"
"22-May-2024","EQ","2,472.00","2,487.50","2,461.90","2,460.80","2,468.35","2,469.15","2,474.18","27,693.00","2,409.10","7,87,327","1,94,79,90,959.90","74,326"
"21-May-2024","EQ","2,466.00","2,489.60","2,432.00","2,504.40","2,464.00","2,460.80","2,457.38","27,693.00","2,409.10","12,87,451","3,16,37,56,329.35","96,690"
